,ID,inchikey,sdftitle,order,set,CVfold,NR.AhR,NR.AR,NR.AR.LBD,NR.Aromatase,NR.ER,NR.ER.LBD,NR.PPAR.gamma,SR.ARE,SR.ATAD5,SR.HSE,SR.MMP,SR.p53
11295,NCGC00257940-01,XJCVRTZCHMZPBD-UHFFFAOYSA-N,NCGC00257940-01,11295,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11296,NCGC00258816-01,NDZJSUCUYPZXPR-UHFFFAOYSA-N,NCGC00258816-01,11296,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11297,NCGC00258528-01,YPRFCQAWSNWRLM-UHFFFAOYSA-N,NCGC00258528-01,11297,training,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11298,NCGC00259167-01,IBXPYPUJPLLOIN-UHFFFAOYSA-N,NCGC00259167-01,11298,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11299,NCGC00182985-01,HWKQNAWCHQMZHK-UHFFFAOYSA-N,NCGC00182985-01,11299,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11300,NCGC00257531-01,VYPSYNLAJGMNEJ-UHFFFAOYSA-N,NCGC00257531-01,11300,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11301,NCGC00259062-01,IEPRKVQEAMIZSS-WAYWQWQTSA-N,NCGC00259062-01,11301,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11302,NCGC00256707-01,ZWNPUELCBZVMDA-CMDGGOBGSA-N,NCGC00256707-01,11302,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11303,NCGC00254881-01,FRLZQXRXIKQFNS-UHFFFAOYSA-N,NCGC00254881-01,11303,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11304,NCGC00258690-01,FNENWZWNOPCZGK-UHFFFAOYSA-N,NCGC00258690-01,11304,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11305,NCGC00256034-01,NKGFIBABDQHCHZ-UHFFFAOYSA-N,NCGC00256034-01,11305,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11306,NCGC00258123-01,GBKGJMYPQZODMI-UHFFFAOYSA-N,NCGC00258123-01,11306,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11307,NCGC00256469-01,PGRHXDWITVMQBC-UHFFFAOYSA-N,NCGC00256469-01,11307,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11308,NCGC00256706-01,BLQOKWQUTLNKON-UHFFFAOYSA-N,NCGC00256706-01,11308,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11309,NCGC00255848-01,YVPYQUNUQOZFHG-UHFFFAOYSA-N,NCGC00255848-01,11309,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11310,NCGC00258441-01,ALMHSXDYCFOZQD-UHFFFAOYSA-N,NCGC00258441-01,11310,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11311,NCGC00256267-01,PJEIIBXJUDOMAN-UHFFFAOYSA-N,NCGC00256267-01,11311,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11312,NCGC00257884-01,QCXJEYYXVJIFCE-UHFFFAOYSA-N,NCGC00257884-01,11312,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11313,NCGC00259753-01,YASYVMFAVPKPKE-UHFFFAOYSA-N,NCGC00259753-01,11313,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11314,NCGC00254778-01,YASYVMFAVPKPKE-UHFFFAOYSA-N,NCGC00254778-01,11314,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11315,NCGC00257381-01,KXJLGCBCRCSXQF-UHFFFAOYSA-N,NCGC00257381-01,11315,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11316,NCGC00257047-01,UWKAYLJWKGQEPM-UHFFFAOYSA-N,NCGC00257047-01,11316,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11317,NCGC00255630-01,RBKRCARRXLFUGJ-UHFFFAOYSA-N,NCGC00255630-01,11317,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11318,NCGC00257766-01,USDXBNSCKZJDLC-UHFFFAOYSA-N,NCGC00257766-01,11318,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11319,NCGC00259294-01,URAYPUMNDPQOKB-UHFFFAOYSA-N,NCGC00259294-01,11319,training,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11320,NCGC00259277-01,YTHRBOFHFYZBRJ-UHFFFAOYSA-N,NCGC00259277-01,11320,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11321,NCGC00255676-01,CDJJKTLOZJAGIZ-UHFFFAOYSA-N,NCGC00255676-01,11321,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11322,NCGC00255478-01,UMIKWXDGXDJQJK-UHFFFAOYSA-N,NCGC00255478-01,11322,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11323,NCGC00259666-01,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,NCGC00259666-01,11323,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11324,NCGC00255658-01,FINOAUDUYKVGDS-UHFFFAOYSA-N,NCGC00255658-01,11324,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11325,NCGC00255643-01,NPFVOOAXDOBMCE-PLNGDYQASA-N,NCGC00255643-01,11325,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11326,NCGC00256781-01,RTYFAKSWXDNPPU-UHFFFAOYSA-N,NCGC00256781-01,11326,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11327,NCGC00258265-01,AOGQPLXWSUTHQB-UHFFFAOYSA-N,NCGC00258265-01,11327,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11328,NCGC00254353-01,OVOUKWFJRHALDD-UHFFFAOYSA-N,NCGC00254353-01,11328,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11329,NCGC00256834-01,LQOUTUIIYXYBQW-UHFFFAOYSA-N,NCGC00256834-01,11329,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11330,NCGC00259602-01,GOXQRTZXKQZDDN-UHFFFAOYSA-N,NCGC00259602-01,11330,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11331,NCGC00255151-01,LNMQRPPRQDGUDR-UHFFFAOYSA-N,NCGC00255151-01,11331,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11332,NCGC00256672-01,KBEBGUQPQBELIU-UHFFFAOYSA-N,NCGC00256672-01,11332,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11333,NCGC00255637-01,OKISUZLXOYGIFP-UHFFFAOYSA-N,NCGC00255637-01,11333,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11334,NCGC00257510-01,MVEBDOSCXOQNAR-UHFFFAOYSA-N,NCGC00257510-01,11334,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11335,NCGC00255919-01,ZNYBQVBNSXLZNI-UHFFFAOYSA-N,NCGC00255919-01,11335,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11336,NCGC00255081-01,IBDVWXAVKPRHCU-UHFFFAOYSA-N,NCGC00255081-01,11336,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11337,NCGC00257311-01,ADCYRBXQAJXJTD-UHFFFAOYSA-N,NCGC00257311-01,11337,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11338,NCGC00255954-01,KRIOVPPHQSLHCZ-UHFFFAOYSA-N,NCGC00255954-01,11338,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11339,NCGC00256878-01,WAQIIHCCEMGYKP-UHFFFAOYSA-N,NCGC00256878-01,11339,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11340,NCGC00256830-01,LGTLDEUQCOJGFP-WAYWQWQTSA-N,NCGC00256830-01,11340,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11341,NCGC00256811-01,GOKKOFHHJFGZHW-UHFFFAOYSA-N,NCGC00256811-01,11341,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11342,NCGC00181910-01,OZTTXCISDPJUDI-UHFFFAOYSA-N,NCGC00181910-01,11342,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11343,NCGC00255291-01,YUXIBTJKHLUKBD-UHFFFAOYSA-N,NCGC00255291-01,11343,training,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11344,NCGC00255405-01,ISBWNEKJSSLXOD-UHFFFAOYSA-N,NCGC00255405-01,11344,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11345,NCGC00256223-01,JAGZUIGGHGTFHO-UHFFFAOYSA-N,NCGC00256223-01,11345,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11346,NCGC00258787-01,XTDYIOOONNVFMA-UHFFFAOYSA-N,NCGC00258787-01,11346,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11347,NCGC00253964-01,XTDYIOOONNVFMA-UHFFFAOYSA-N,NCGC00253964-01,11347,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11348,NCGC00254458-01,UDSFAEKRVUSQDD-UHFFFAOYSA-N,NCGC00254458-01,11348,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11349,NCGC00255066-01,NKOUWLLFHNBUDW-UHFFFAOYSA-N,NCGC00255066-01,11349,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11350,NCGC00253959-01,XTJFFFGAUHQWII-UHFFFAOYSA-N,NCGC00253959-01,11350,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11351,NCGC00255157-01,SHZIWNPUGXLXDT-UHFFFAOYSA-N,NCGC00255157-01,11351,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11352,NCGC00256710-01,RGACQXBDYBCJCY-ALCCZGGFSA-N,NCGC00256710-01,11352,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11353,NCGC00256858-01,NCDCLPBOMHPFCV-UHFFFAOYSA-N,NCGC00256858-01,11353,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11354,NCGC00259021-01,JGHZJRVDZXSNKQ-UHFFFAOYSA-N,NCGC00259021-01,11354,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11355,NCGC00254484-01,JGHZJRVDZXSNKQ-UHFFFAOYSA-N,NCGC00254484-01,11355,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11356,NCGC00257457-01,LVGKNOAMLMIIKO-QXMHVHEDSA-N,NCGC00257457-01,11356,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11357,NCGC00256129-01,RISLXYINQFKFRL-UHFFFAOYSA-N,NCGC00256129-01,11357,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11358,NCGC00256839-01,BYEVBITUADOIGY-UHFFFAOYSA-N,NCGC00256839-01,11358,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11359,NCGC00257727-01,MFLWLDDOGSNSKO-UHFFFAOYSA-N,NCGC00257727-01,11359,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11360,NCGC00254088-01,PYGXAGIECVVIOZ-UHFFFAOYSA-N,NCGC00254088-01,11360,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11361,NCGC00256929-01,YRHYCMZPEVDGFQ-UHFFFAOYSA-N,NCGC00256929-01,11361,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11362,NCGC00256131-01,FXNFFCMITPHEIT-UHFFFAOYSA-N,NCGC00256131-01,11362,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11363,NCGC00256896-01,GRAORJFMGCQWRN-UHFFFAOYSA-N,NCGC00256896-01,11363,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11364,NCGC00259039-01,UQDUPQYQJKYHQI-UHFFFAOYSA-N,NCGC00259039-01,11364,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11365,NCGC00254464-01,UQDUPQYQJKYHQI-UHFFFAOYSA-N,NCGC00254464-01,11365,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11366,NCGC00254870-01,MMXKVMNBHPAILY-UHFFFAOYSA-N,NCGC00254870-01,11366,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11367,NCGC00257566-01,ZAZKJZBWRNNLDS-UHFFFAOYSA-N,NCGC00257566-01,11367,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11368,NCGC00257436-01,MMKRHZKQPFCLLS-UHFFFAOYSA-N,NCGC00257436-01,11368,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11369,NCGC00260315-01,FLIACVVOZYBSBS-UHFFFAOYSA-N,NCGC00260315-01,11369,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11370,NCGC00256913-01,XIRNKXNNONJFQO-UHFFFAOYSA-N,NCGC00256913-01,11370,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11371,NCGC00256861-01,OPJWPPVYCOPDCM-UHFFFAOYSA-N,NCGC00256861-01,11371,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11372,NCGC00257872-01,JBLIDPPHFGWTKU-UHFFFAOYSA-N,NCGC00257872-01,11372,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11373,NCGC00257127-01,LXEJRKJRKIFVNY-UHFFFAOYSA-N,NCGC00257127-01,11373,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11374,NCGC00259145-01,FDQSRULYDNDXQB-UHFFFAOYSA-N,NCGC00259145-01,11374,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11375,NCGC00258191-01,RAAGZOYMEQDCTD-UHFFFAOYSA-N,NCGC00258191-01,11375,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11376,NCGC00259042-01,RTGLJCSUKOLTEM-UHFFFAOYSA-N,NCGC00259042-01,11376,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11377,NCGC00257299-01,RTGLJCSUKOLTEM-UHFFFAOYSA-N,NCGC00257299-01,11377,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11378,NCGC00257966-01,PXBFMLJZNCDSMP-UHFFFAOYSA-N,NCGC00257966-01,11378,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11379,NCGC00256376-01,SKZKKFZAGNVIMN-UHFFFAOYSA-N,NCGC00256376-01,11379,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11380,NCGC00257901-01,GVNWZKBFMFUVNX-UHFFFAOYSA-N,NCGC00257901-01,11380,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11381,NCGC00258386-01,DMSHKWHLXNDUST-UHFFFAOYSA-N,NCGC00258386-01,11381,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11382,NCGC00257886-01,NPPQSCRMBWNHMW-UHFFFAOYSA-N,NCGC00257886-01,11382,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11383,NCGC00182037-01,FHHHOYXPRDYHEZ-COXVUDFISA-N,NCGC00182037-01,11383,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11384,NCGC00254348-01,LUVXHMJTVXZFPD-ZDUSSCGKSA-N,NCGC00254348-01,11384,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11385,NCGC00255469-01,FWQYJOPJMIEKHZ-UHFFFAOYSA-N,NCGC00255469-01,11385,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11386,NCGC00258177-01,OFZCIYFFPZCNJE-UHFFFAOYSA-N,NCGC00258177-01,11386,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11387,NCGC00183025-01,JXMIBUGMYLQZGO-UHFFFAOYSA-N,NCGC00183025-01,11387,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11388,NCGC00259424-01,RZILCCPWPBTYDO-UHFFFAOYSA-N,NCGC00259424-01,11388,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11389,NCGC00254621-01,RZILCCPWPBTYDO-UHFFFAOYSA-N,NCGC00254621-01,11389,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11390,NCGC00256865-01,KDQTUCKOAOGTLT-UHFFFAOYSA-N,NCGC00256865-01,11390,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11391,NCGC00256147-01,VGDKCRMZIWPMPW-UHFFFAOYSA-N,NCGC00256147-01,11391,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11392,NCGC00259571-01,VGZSUPCWNCWDAN-UHFFFAOYSA-N,NCGC00259571-01,11392,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11393,NCGC00256990-01,TVZIWRMELPWPPR-UHFFFAOYSA-N,NCGC00256990-01,11393,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11394,NCGC00255670-01,ZDXMLEQEMNLCQG-UHFFFAOYSA-N,NCGC00255670-01,11394,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11395,NCGC00257947-01,XMQFTWRPUQYINF-UHFFFAOYSA-N,NCGC00257947-01,11395,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11396,NCGC00259748-01,NOQGZXFMHARMLW-UHFFFAOYSA-N,NCGC00259748-01,11396,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11397,NCGC00182989-01,HNSCCNJWTJUGNQ-UHFFFAOYSA-N,NCGC00182989-01,11397,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11398,NCGC00257215-01,VZCYOOQTPOCHFL-UPHRSURJSA-N,NCGC00257215-01,11398,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11399,NCGC00255203-01,NKHAVTQWNUWKEO-IHWYPQMZSA-N,NCGC00255203-01,11399,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11400,NCGC00254378-01,CNIGFESSDPOCKS-CYBMUJFWSA-N,NCGC00254378-01,11400,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11401,NCGC00258798-01,QIVBCDIJIAJPQS-VIFPVBQESA-N,NCGC00258798-01,11401,training,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11402,NCGC00257765-01,XYXYXSKSTZAEJW-VIFPVBQESA-N,NCGC00257765-01,11402,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11403,NCGC00254043-01,FEWJPZIEWOKRBE-JCYAYHJZSA-N,NCGC00254043-01,11403,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11404,NCGC00258772-01,YONLFQNRGZXBBF-ZIAGYGMSSA-N,NCGC00258772-01,11404,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11405,NCGC00257455-01,LPLVUJXQOOQHMX-QWBHMCJMSA-N,NCGC00257455-01,11405,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11406,NCGC00257574-01,XJNQXTISSHEQKD-UNXUOHHUSA-N,NCGC00257574-01,11406,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11407,NCGC00257677-01,BWLBGMIXKSTLSX-UHFFFAOYSA-N,NCGC00257677-01,11407,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11408,NCGC00256063-01,FEWJPZIEWOKRBE-UHFFFAOYSA-N,NCGC00256063-01,11408,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11409,NCGC00254259-01,BJEPYKJPYRNKOW-UHFFFAOYSA-N,NCGC00254259-01,11409,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11410,NCGC00256752-01,ZHYZQXUYZJNEHD-UHFFFAOYSA-N,NCGC00256752-01,11410,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11411,NCGC00260025-01,AAFXQFIGKBLKMC-UHFFFAOYSA-N,NCGC00260025-01,11411,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11412,NCGC00256378-01,OVOCLWJUABOAPL-UHFFFAOYSA-N,NCGC00256378-01,11412,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11413,NCGC00256953-01,SRPWOOOHEPICQU-UHFFFAOYSA-N,NCGC00256953-01,11413,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11414,NCGC00254112-01,WPYMKLBDIGXBTP-UHFFFAOYSA-N,NCGC00254112-01,11414,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11415,NCGC00254033-01,OEMJXSVJXPIFMA-UHFFFAOYSA-N,NCGC00254033-01,11415,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11416,NCGC00260499-01,SIOXPEMLGUPBBT-UHFFFAOYSA-N,NCGC00260499-01,11416,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11417,NCGC00255027-01,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,NCGC00255027-01,11417,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11418,NCGC00260488-01,XGWFJBFNAQHLEF-UHFFFAOYSA-N,NCGC00260488-01,11418,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11419,NCGC00258088-01,OFOBLEOULBTSOW-UHFFFAOYSA-N,NCGC00258088-01,11419,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11420,NCGC00090987-03,PRPINYUDVPFIRX-UHFFFAOYSA-N,NCGC00090987-03,11420,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11421,NCGC00259833-01,SEOVTRFCIGRIMH-UHFFFAOYSA-N,NCGC00259833-01,11421,training,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11422,NCGC00259467-01,KDYFGRWQOYBRFD-UHFFFAOYSA-N,NCGC00259467-01,11422,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
